PN	ASSIGNEE	去標點符號	lower
9132001	"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc."	AdvancedBioProstheticSurfacesLtdawhollyownedsubsidiaryofPalmazScientificInc	advancedbioprostheticsurfacesltdawhollyownedsubsidiaryofpalmazscientificinc
9399087	"Advanced Bio Prosthetic Surfaces, Ltd., a wholly owned subsidiary of Palmaz Scientific, Inc."	AdvancedBioProstheticSurfacesLtdawhollyownedsubsidiaryofPalmazScientificInc	advancedbioprostheticsurfacesltdawhollyownedsubsidiaryofpalmazscientificinc
6251662	Advanced Biotechnologies Limited	AdvancedBiotechnologiesLimited	advancedbiotechnologieslimited
7128228	Advanced Biotechnologies Limited	AdvancedBiotechnologiesLimited	advancedbiotechnologieslimited
6558631	Advanced Biotechnologies Ltd.	AdvancedBiotechnologiesLtd	advancedbiotechnologiesltd
7455907	Advanced Cardiovascular Systems Inc.	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5421955	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5514154	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5629077	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5649977	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5728158	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
5766710	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6240616	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6451373	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6508832	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6541116	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6574851	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6689159	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6723120	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6736843	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
6908479	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7056591	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7220816	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7232573	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7261946	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7294329	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7311980	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7390497	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7413746	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7435788	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7514122	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7538180	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7601383	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7632914	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7713637	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7761968	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7772359	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7786249	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7875073	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7879953	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7931931	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7966708	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8052988	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8105391	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8172897	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8231962	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8277926	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8293367	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8551446	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8597673	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8703293	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8778376	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
8828069	"Advanced Cardiovascular Systems, Inc."	AdvancedCardiovascularSystemsInc	advancedcardiovascularsystemsinc
7709198	"Advanced Cell Diagnostics, Inc."	AdvancedCellDiagnosticsInc	advancedcelldiagnosticsinc
8604182	"Advanced Cell Diagnostics, Inc."	AdvancedCellDiagnosticsInc	advancedcelldiagnosticsinc
8951726	"Advanced Cell Diagnostics, Inc."	AdvancedCellDiagnosticsInc	advancedcelldiagnosticsinc
9315854	"Advanced Cell Diagnostics, Inc."	AdvancedCellDiagnosticsInc	advancedcelldiagnosticsinc
6678564	"Advanced Cochlear Systems, Inc."	AdvancedCochlearSystemsInc	advancedcochlearsystemsinc
6782619	"Advanced Cochlear Systems, Inc."	AdvancedCochlearSystemsInc	advancedcochlearsystemsinc
7551058	"Advanced Design Consulting USA, Inc."	AdvancedDesignConsultingUSAInc	advanceddesignconsultingusainc
7038470	"Advanced Design Consulting, USA, Ind."	AdvancedDesignConsultingUSAInd	advanceddesignconsultingusaind
4285010	Advanced Diagnostic Research Corporation	AdvancedDiagnosticResearchCorporation	advanceddiagnosticresearchcorporation
9228972	"Advanced Diamond Technologies, Inc."	AdvancedDiamondTechnologiesInc	advanceddiamondtechnologiesinc
7744883	"Advanced Extravascular Systems, Inc."	AdvancedExtravascularSystemsInc	advancedextravascularsystemsinc
8865172	"Advanced Extravascular Systems, Inc."	AdvancedExtravascularSystemsInc	advancedextravascularsystemsinc
8682596	Advanced Fusion Systems LLC	AdvancedFusionSystemsLLC	advancedfusionsystemsllc
6884627	"Advanced Gene Technology, Corp."	AdvancedGeneTechnologyCorp	advancedgenetechnologycorp
6908678	"Advanced Gene Technology, Corp."	AdvancedGeneTechnologyCorp	advancedgenetechnologycorp
6645719	Advanced Gene Technology Corporation	AdvancedGeneTechnologyCorporation	advancedgenetechnologycorporation
4784943	"Advanced Genetic Sciences, Inc."	AdvancedGeneticSciencesInc	advancedgeneticsciencesinc
8603714	"Advanced Image Resources, LLC"	AdvancedImageResourcesLLC	advancedimageresourcesllc
6860855	"Advanced Imaging Technologies, Inc."	AdvancedImagingTechnologiesInc	advancedimagingtechnologiesinc
8697419	"Advanced Laboratory Services, Inc."	AdvancedLaboratoryServicesInc	advancedlaboratoryservicesinc
8841112	"Advanced Laboratory Services, Inc."	AdvancedLaboratoryServicesInc	advancedlaboratoryservicesinc
9005910	"Advanced Life Science Institute, Inc."	AdvancedLifeScienceInstituteInc	advancedlifescienceinstituteinc
8304253	Advanced Liquid Logic Inc	AdvancedLiquidLogicInc	advancedliquidlogicinc
8426213	Advanced Liquid Logic Inc	AdvancedLiquidLogicInc	advancedliquidlogicinc
8317990	Advanced Liquid Logic Inc.	AdvancedLiquidLogicInc	advancedliquidlogicinc
8394641	Advanced Liquid Logic Inc.	AdvancedLiquidLogicInc	advancedliquidlogicinc
8481125	Advanced Liquid Logic Inc.	AdvancedLiquidLogicInc	advancedliquidlogicinc
8492168	Advanced Liquid Logic Inc.	AdvancedLiquidLogicInc	advancedliquidlogicinc
7439014	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
7569129	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
7822510	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
7851184	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
7939021	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8041463	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8088578	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8137917	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8208146	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8591830	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8592217	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8613889	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8637317	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8685344	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8846414	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8901043	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
8926065	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9011662	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9012165	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9046514	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9050606	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9086345	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9140635	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9180450	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9188615	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9205433	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9223317	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9248450	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9358551	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9446404	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9452433	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9476856	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9492822	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9513253	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9517469	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9545640	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9545641	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9574220	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9631244	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9675972	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
9707579	"Advanced Liquid Logic, Inc."	AdvancedLiquidLogicInc	advancedliquidlogicinc
9910010	"ADVANCED LIQUID LOGIC, INC."	ADVANCEDLIQUIDLOGICINC	advancedliquidlogicinc
4554088	Advanced Magnetics Inc.	AdvancedMagneticsInc	advancedmagneticsinc
5102652	Advanced Magnetics Inc.	AdvancedMagneticsInc	advancedmagneticsinc
5314679	Advanced Magnetics Inc.	AdvancedMagneticsInc	advancedmagneticsinc
5055288	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
5219554	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
5248492	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
5342607	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
5352432	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
5679323	"Advanced Magnetics, Inc."	AdvancedMagneticsInc	advancedmagneticsinc
4951675	"Advanced Magnetics, Incorporated"	AdvancedMagneticsIncorporated	advancedmagneticsincorporated
9351857	"Advanced Mechanical Technology, Inc."	AdvancedMechanicalTechnologyInc	advancedmechanicaltechnologyinc
6913895	"Advanced Medicine East, Inc."	AdvancedMedicineEastInc	advancedmedicineeastinc
6420354	"Advanced Medicine, Inc."	AdvancedMedicineInc	advancedmedicineinc
6721046	"Advanced Micro Devices, Inc."	AdvancedMicroDevicesInc	advancedmicrodevicesinc
6768222	"Advanced Micro Devices, Inc."	AdvancedMicroDevicesInc	advancedmicrodevicesinc
8470259	Advanced Microdevices Pvt Ltd	AdvancedMicrodevicesPvtLtd	advancedmicrodevicespvtltd
6653255	Advanced Minerals Coroporation	AdvancedMineralsCoroporation	advancedmineralscoroporation
5656568	Advanced Minerals Corporation	AdvancedMineralsCorporation	advancedmineralscorporation
6712974	Advanced Minerals Corporation	AdvancedMineralsCorporation	advancedmineralscorporation
6880564	"Advanced Neuromodulation Systems, Inc."	AdvancedNeuromodulationSystemsInc	advancedneuromodulationsystemsinc
6892438	"Advanced Neuromodulation Systems, Inc."	AdvancedNeuromodulationSystemsInc	advancedneuromodulationsystemsinc
6957655	"Advanced Neuromodulation Systems, Inc."	AdvancedNeuromodulationSystemsInc	advancedneuromodulationsystemsinc
7266885	"Advanced Neuromodulation Systems, Inc."	AdvancedNeuromodulationSystemsInc	advancedneuromodulationsystemsinc
7588046	"Advanced Neuromodulation Systems, Inc."	AdvancedNeuromodulationSystemsInc	advancedneuromodulationsystemsinc
7435483	Advanced Plastics Technologies Luxembourg S.A.	AdvancedPlasticsTechnologiesLuxembourgSA	advancedplasticstechnologiesluxembourgsa
9664608	"ADVANCED POLYMER MONITORING TECHNOLOGIES, INC."	ADVANCEDPOLYMERMONITORINGTECHNOLOGIESINC	advancedpolymermonitoringtechnologiesinc
5156843	"Advanced Polymer Systems, Inc."	AdvancedPolymerSystemsInc	advancedpolymersystemsinc
6096344	"Advanced Polymer Systems, Inc."	AdvancedPolymerSystemsInc	advancedpolymersystemsinc
9637561	Advanced Polymer Technology AB	AdvancedPolymerTechnologyAB	advancedpolymertechnologyab
6238705	"Advanced Poymer Systems, Inc."	AdvancedPoymerSystemsInc	advancedpoymersystemsinc
7927579	"Advanced Proteome Therapeutics, Inc"	AdvancedProteomeTherapeuticsInc	advancedproteometherapeuticsinc
8586317	Advanced Research & Technology Institute	AdvancedResearch&TechnologyInstitute	advancedresearch&technologyinstitute
5905258	Advanced Research & Techology Institute	AdvancedResearch&TechologyInstitute	advancedresearch&techologyinstitute
6225075	"Advanced Research and Technology Institute, Inc."	AdvancedResearchandTechnologyInstituteInc	advancedresearchandtechnologyinstituteinc
6468808	"Advanced Research and Technology Institute, Inc."	AdvancedResearchandTechnologyInstituteInc	advancedresearchandtechnologyinstituteinc
5459038	"Advanced Riverina Holdings, Ltd."	AdvancedRiverinaHoldingsLtd	advancedriverinaholdingsltd
5837377	"Advanced Surface Technology, Inc."	AdvancedSurfaceTechnologyInc	advancedsurfacetechnologyinc
7812318	"Advanced Technology Applications, LLC"	AdvancedTechnologyApplicationsLLC	advancedtechnologyapplicationsllc
8735846	"Advanced Technology Applications, LLC"	AdvancedTechnologyApplicationsLLC	advancedtechnologyapplicationsllc
10040066	"Advanced Technology Applications, LLC"	AdvancedTechnologyApplicationsLLC	advancedtechnologyapplicationsllc
5571621	"Advanced Technology Materials, Inc."	AdvancedTechnologyMaterialsInc	advancedtechnologymaterialsinc
6879876	"Advanced Technology Materials, Inc."	AdvancedTechnologyMaterialsInc	advancedtechnologymaterialsinc
8178585	"Advanced Technology Materials, Inc."	AdvancedTechnologyMaterialsInc	advancedtechnologymaterialsinc
5863531	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
5902741	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
5962325	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
6022743	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
6140039	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
6284284	"Advanced Tissue Sciences, Inc."	AdvancedTissueSciencesInc	advancedtissuesciencesinc
8203024	"Advanced Toffefaction Systems, LLC"	AdvancedToffefactionSystemsLLC	advancedtoffefactionsystemsllc
9465038	AdvanCell Diagnosztika Kft.	AdvanCellDiagnosztikaKft	advancelldiagnosztikakft
8227192	"AdvanDx, Inc."	AdvanDxInc	advandxinc
9663827	"AdvanDx, Inc."	AdvanDxInc	advandxinc
9719128	"AdvanDx, Inc."	AdvanDxInc	advandxinc
8664128	Advantage Creation Enterprise LLC	AdvantageCreationEnterpriseLLC	advantagecreationenterprisellc
8268638	"Advantageous Systems, LLC"	AdvantageousSystemsLLC	advantageoussystemsllc
10036748	"AdvaTect Diagnostics, LLC"	AdvaTectDiagnosticsLLC	advatectdiagnosticsllc
10143734	"Advaxis, Inc."	AdvaxisInc	advaxisinc
6811689	"Advion BioSciences, Inc."	AdvionBioSciencesInc	advionbiosciencesinc
6814870	"Advion BioSciences, Inc."	AdvionBioSciencesInc	advionbiosciencesinc
6300492	Aegera Therapeutics Inc.	AegeraTherapeuticsInc	aegeratherapeuticsinc
6946544	Aegera Therapeutics Inc.	AegeraTherapeuticsInc	aegeratherapeuticsinc
7087584	Aegera Therapeutics Inc.	AegeraTherapeuticsInc	aegeratherapeuticsinc
8801904	"Aemerge, LLC"	AemergeLLC	aemergellc
9795940	"Aemerge, LLC"	AemergeLLC	aemergellc
8969653	Aeon Medix Inc.	AeonMedixInc	aeonmedixinc
8834798	Aerocrine AB	AerocrineAB	aerocrineab
6089282	"Aeronex, Inc."	AeronexInc	aeronexinc
5697968	Aeroquip Corporation	AeroquipCorporation	aeroquipcorporation
6284025	"Aerosol Dynamics, Inc."	AerosolDynamicsInc	aerosoldynamicsinc
7026570	"Aerospace Consulting Corporation Spain, S.L."	AerospaceConsultingCorporationSpainSL	aerospaceconsultingcorporationspainsl
6148226	Aerospace Research Technologies Inc.	AerospaceResearchTechnologiesInc	aerospaceresearchtechnologiesinc
5578547	Aero-Terra-Aqua Technologies Corp.	Aero-Terra-AquaTechnologiesCorp	aero-terra-aquatechnologiescorp
5602071	Aero-Terra-Aqua Technologies Corporation	Aero-Terra-AquaTechnologiesCorporation	aero-terra-aquatechnologiescorporation
8936619	Aesculap AG	AesculapAG	aesculapag
7691460	Aesculap AG & Co. KG	AesculapAG&CoKG	aesculapag&cokg
5964242	"AESOP, Inc."	AESOPInc	aesopinc
5534501	A Et S Biovecteurs	AEtSBiovecteurs	aetsbiovecteurs
6258548	A-Fem Medical Corporation	A-FemMedicalCorporation	a-femmedicalcorporation
7767398	Affectis Pharmaceuticals AG	AffectisPharmaceuticalsAG	affectispharmaceuticalsag
9469670	AFFIBODY AB	AFFIBODYAB	affibodyab
9745350	AFFIBODY AB	AFFIBODYAB	affibodyab
9982022	AFFIBODY AB	AFFIBODYAB	affibodyab
9279810	"Affinergy, LLC"	AffinergyLLC	affinergyllc
6753172	"Affinium Pharmaceuticals, Inc."	AffiniumPharmaceuticalsInc	affiniumpharmaceuticalsinc
6951729	"Affinium Pharmaceuticals, Inc."	AffiniumPharmaceuticalsInc	affiniumpharmaceuticalsinc
9625459	AFFIRIS AG	AFFIRISAG	affirisag
9964547	AFFIRIS AG	AFFIRISAG	affirisag
7956165	Affisink Biotechnology Ltd.	AffisinkBiotechnologyLtd	affisinkbiotechnologyltd
6706875	"Affyemtrix, Inc."	AffyemtrixInc	affyemtrixinc
6410245	"Affymax, Inc."	AffymaxInc	affymaxinc
6416949	"Affymax, Inc."	AffymaxInc	affymaxinc
5679773	Affymax Technologies N.V	AffymaxTechnologiesNV	affymaxtechnologiesnv
5412087	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5424186	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5482867	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5527681	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5545531	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5571639	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5770358	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
6140493	Affymax Technologies N.V.	AffymaxTechnologiesNV	affymaxtechnologiesnv
5491074	Affymax Technologies NV	AffymaxTechnologiesNV	affymaxtechnologiesnv
5549974	AFFYMAX Technologies NV	AFFYMAXTechnologiesNV	affymaxtechnologiesnv
5624711	"Affymax Technologies, N.V."	AffymaxTechnologiesNV	affymaxtechnologiesnv
7424368	"Affymetix, Inc."	AffymetixInc	affymetixinc
6551784	Affymetrix Inc	AffymetrixInc	affymetrixinc
6284460	Affymetrix Inc.	AffymetrixInc	affymetrixinc
6308170	Affymetrix Inc.	AffymetrixInc	affymetrixinc
6440667	Affymetrix Inc.	AffymetrixInc	affymetrixinc
6458530	Affymetrix Inc.	AffymetrixInc	affymetrixinc
6830936	Affymetrix Inc.	AffymetrixInc	affymetrixinc
5556752	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5593839	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5599695	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5710000	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5733729	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5770456	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5770722	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5831070	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5837832	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5843655	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5856101	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5856104	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5861242	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5874219	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5919523	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5959098	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5968740	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
5974164	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6013440	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6027894	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6033850	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6040138	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6043080	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6045996	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6050719	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6066454	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6140044	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6147205	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6150147	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6168948	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6171793	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6177248	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6197508	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6203983	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6203989	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6228575	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6228593	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6229911	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6238862	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6239273	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6242180	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6261431	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6268152	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6270644	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6280950	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6287850	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6291181	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6291185	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6294327	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6300063	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6306643	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6307042	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6309822	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6309823	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6309831	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6333157	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6365400	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6399365	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
6410229	"Affymetrix, Inc."	AffymetrixInc	affymetrixinc
